1.225164187,1.443290957,1.216664233,1.103667035,1.808857557,1.327331938
1.219223126,1.431983677,1.211214499,1.101009241,1.788190083,1.3195
1.213282064,1.420676396,1.205764765,1.098351448,1.767522608,1.311668063
1.207341002,1.409369116,1.200315031,1.095693655,1.746855134,1.303836125
1.201399941,1.398061836,1.194865297,1.093035862,1.726187659,1.296004188
1.195458879,1.386754555,1.189415562,1.090378068,1.705520185,1.288172251
1.189517817,1.375447275,1.183965828,1.087720275,1.68485271,1.280340313
1.183576756,1.364139995,1.178516094,1.085062482,1.664185236,1.272508376
1.177635694,1.352832714,1.17306636,1.082404689,1.643517761,1.264676438
1.171694632,1.341525434,1.167616626,1.079746895,1.622850287,1.256844501
1.165753571,1.330218154,1.162166891,1.077089102,1.602182812,1.249012563
1.159812509,1.318910873,1.156717157,1.074431309,1.581515338,1.241180626
1.153871447,1.307603593,1.151267423,1.071773516,1.560847863,1.233348689
1.147930386,1.296296313,1.145817689,1.069115722,1.540180389,1.225516751
1.141989324,1.284989033,1.140367955,1.066457929,1.519512914,1.217684814
1.136048262,1.273681752,1.134918221,1.063800136,1.49884544,1.209852876
1.130107201,1.262374472,1.129468486,1.061142343,1.478177965,1.202020939
1.124166139,1.251067192,1.124018752,1.058484549,1.457510491,1.194189001
1.118225077,1.239759911,1.118569018,1.055826756,1.436843016,1.186357064
1.112284016,1.228452631,1.113119284,1.053168963,1.416175542,1.178525127
1.106342954,1.217145351,1.10766955,1.050511169,1.395508068,1.170693189
1.106729327,1.20812735,1.099026959,1.050412509,1.378598662,1.162935881
1.1071157,1.197888249,1.090384368,1.04980976,1.36498581,1.144535318
1.107502073,1.183396603,1.089143425,1.04920701,1.352010342,1.134801261
1.112922538,1.171412343,1.082561877,1.049054735,1.332284143,1.12502645
1.114697577,1.159428083,1.073542355,1.049024838,1.308527498,1.114185903
1.107549342,1.141094885,1.064522834,1.048994941,1.294980525,1.10453223
1.106499782,1.128982386,1.062397064,1.048965044,1.27422603,1.104498913
1.105059219,1.118317754,1.055435287,1.041804984,1.260029736,1.094725603
1.098080191,1.100703354,1.053752204,1.040833018,1.239875955,1.093937269
1.089514874,1.089509443,1.045397688,1.040803121,1.225698064,1.08590702
1.079928918,1.079367411,1.035105387,1.040773224,1.203682242,1.075856341
1.070410287,1.06922538,1.034953914,1.032904703,1.170814817,1.074530269
1.061492265,1.059083349,1.02680062,1.032641199,1.146328724,1.067776788
1.052269414,1.048941317,1.025111491,1.024539071,1.121363629,1.058094389
1.042826923,1.038799286,1.017780946,1.024509174,1.090488106,1.048411991
